learner_id,age,age_group,gender,region,device_type,signup_date
L02467,31,25-34,Female,Western Cape,Mobile,2025-08-15
L02468,41,35-44,Male,Limpopo,Desktop,2025-08-01
L02469,30,25-34,Female,Gauteng,Tablet,2025-03-07
L02470,26,25-34,Female,Mpumalanga,Mobile,2025-07-16
L02471,23,18-24,Male,Gauteng,Mobile,2024-09-11
L02472,18,18-24,Female,Gauteng,Desktop,2024-08-13
L02473,18,18-24,Female,Mpumalanga,Mobile,2025-01-22
L02474,26,25-34,Female,Western Cape,Tablet,2025-02-20
L02475,33,25-34,Male,Gauteng,Tablet,2025-04-07
L02476,21,18-24,Female,Gauteng,Mobile,2025-01-22
L02477,19,18-24,Female,KwaZulu-Natal,Mobile,2025-09-06
L02478,22,18-24,Female,Gauteng,Tablet,2025-02-02
L02479,35,35-44,Male,Gauteng,Mobile,2025-04-09
L02480,30,25-34,Non-binary,Northern Cape,Mobile,2024-11-22
L02481,24,18-24,Male,Western Cape,Mobile,2025-09-21
L02482,18,18-24,Female,Gauteng,Desktop,2024-07-31
L02483,43,35-44,Female,North West,Tablet,2024-04-04
L02484,18,18-24,Female,Gauteng,Mobile,2025-01-21
L02485,31,25-34,Non-binary,KwaZulu-Natal,Mobile,2024-07-07
L02486,20,18-24,Female,Eastern Cape,Mobile,2025-12-21
L02487,42,35-44,Male,Western Cape,Tablet,2025-07-27
L02488,18,18-24,Female,Gauteng,Mobile,2025-01-19
L02489,43,35-44,Male,Gauteng,Desktop,2025-10-31
L02490,29,25-34,Male,Western Cape,Mobile,2024-06-01
L02491,18,18-24,Male,Gauteng,Desktop,2025-07-24
L02492,37,35-44,Male,Western Cape,Desktop,2024-07-11
L02493,19,18-24,Female,KwaZulu-Natal,Mobile,2024-02-29
L02494,28,25-34,Female,Gauteng,Mobile,2025-12-14
L02495,19,18-24,Female,KwaZulu-Natal,Desktop,2025-10-14
L02496,30,25-34,Female,Gauteng,Mobile,2024-05-04
L02497,25,25-34,Male,KwaZulu-Natal,Mobile,2024-03-23
L02498,27,25-34,Female,Eastern Cape,Mobile,2024-11-20
L02499,27,25-34,Female,Gauteng,Mobile,2024-03-14
L02500,31,25-34,Male,Gauteng,Mobile,2025-08-14
L02501,32,25-34,Male,KwaZulu-Natal,Mobile,2025-06-19
L02502,24,18-24,Female,Eastern Cape,Desktop,2025-09-01
L02503,36,35-44,Female,Mpumalanga,Mobile,2025-05-26
L02504,32,25-34,Female,KwaZulu-Natal,Mobile,2025-02-21
L02505,26,25-34,Male,North West,Desktop,2025-01-19
L02506,19,18-24,Non-binary,Gauteng,Mobile,2025-12-28
L02507,36,35-44,Male,Gauteng,Mobile,2024-09-01
L02508,47,45+,Female,North West,Desktop,2025-11-05
L02509,35,35-44,Male,Gauteng,Mobile,2025-02-24
L02510,20,18-24,Male,Western Cape,Mobile,2024-08-23
L02511,34,25-34,Female,Limpopo,Mobile,2025-01-02
L02512,22,18-24,Male,Northern Cape,Desktop,2025-06-17
L02513,26,25-34,Female,Free State,Mobile,2025-07-05
L02514,30,25-34,Female,Gauteng,Desktop,2025-10-13
L02515,30,25-34,Male,KwaZulu-Natal,Mobile,2025-12-07
L02516,44,35-44,Female,Gauteng,Desktop,2024-08-01
L02517,27,25-34,Male,Limpopo,Desktop,2025-06-19
L02518,25,25-34,Female,Mpumalanga,Mobile,2025-09-16
L02519,24,18-24,Male,Mpumalanga,Tablet,2025-07-27
L02520,18,18-24,Female,Eastern Cape,Mobile,2024-06-11
L02521,24,18-24,Male,Gauteng,Tablet,2024-09-14
L02522,36,35-44,Female,Eastern Cape,Mobile,2024-10-30
L02523,27,25-34,Male,North West,Tablet,2025-09-15
L02524,36,35-44,Male,North West,Mobile,2025-05-25
L02525,29,25-34,Male,Western Cape,Mobile,2024-10-29
L02526,19,18-24,Male,Gauteng,Tablet,2024-10-23
L02527,26,25-34,Male,Gauteng,Mobile,2024-06-11
L02528,25,25-34,Female,KwaZulu-Natal,Mobile,2025-07-17
L02529,34,25-34,Male,Gauteng,Desktop,2024-07-05
L02530,28,25-34,Male,Limpopo,Desktop,2024-08-18
L02531,40,35-44,Female,Gauteng,Mobile,2024-10-24
L02532,25,25-34,Female,Gauteng,Mobile,2024-09-28
L02533,28,25-34,Male,North West,Tablet,2024-06-04
L02534,35,35-44,Female,KwaZulu-Natal,Mobile,2025-11-21
L02535,29,25-34,Female,Gauteng,Mobile,2025-09-30
L02536,24,18-24,Female,Eastern Cape,Mobile,2025-03-05
L02537,32,25-34,Female,North West,Desktop,2024-10-05
L02538,42,35-44,Male,Eastern Cape,Desktop,2024-03-07
L02539,28,25-34,Male,Western Cape,Mobile,2024-08-21
L02540,27,25-34,Male,KwaZulu-Natal,Mobile,2025-07-26
L02541,40,35-44,Male,Western Cape,Desktop,2025-03-25
L02542,32,25-34,Female,Gauteng,Desktop,2025-08-12
L02543,27,25-34,Male,Gauteng,Desktop,2024-02-20
L02544,18,18-24,Female,Limpopo,Mobile,2025-02-16
L02545,18,18-24,Female,Free State,Tablet,2024-07-05
L02546,28,25-34,Male,Mpumalanga,Tablet,2024-02-28
L02547,26,25-34,Female,Gauteng,Desktop,2025-10-08
L02548,29,25-34,Male,Gauteng,Mobile,2025-06-16
L02549,30,25-34,Female,KwaZulu-Natal,Mobile,2025-03-03
L02550,25,25-34,Female,Gauteng,Mobile,2024-04-01
L02551,29,25-34,Male,Gauteng,Desktop,2024-09-02
L02552,20,18-24,Male,Mpumalanga,Mobile,2025-03-10
L02553,21,18-24,Male,North West,Desktop,2024-07-07
L02554,21,18-24,Female,Western Cape,Desktop,2024-05-28
L02555,18,18-24,Female,Gauteng,Desktop,2024-04-06
L02556,18,18-24,Female,Gauteng,Mobile,2024-03-31
L02557,32,25-34,Male,Western Cape,Desktop,2025-07-11
L02558,38,35-44,Female,Mpumalanga,Desktop,2025-07-31
L02559,32,25-34,Female,Gauteng,Desktop,2024-03-10
L02560,42,35-44,Male,KwaZulu-Natal,Mobile,2024-02-04
L02561,26,25-34,Female,Western Cape,Desktop,2025-01-30
L02562,21,18-24,Male,Western Cape,Mobile,2025-04-19
L02563,20,18-24,Male,KwaZulu-Natal,Desktop,2024-11-28
L02564,18,18-24,Female,Gauteng,Mobile,2024-07-20
L02565,18,18-24,Female,Gauteng,Desktop,2024-08-12
L02566,25,25-34,Male,Eastern Cape,Mobile,2024-09-02
L02567,18,18-24,Female,KwaZulu-Natal,Desktop,2025-04-17
L02568,18,18-24,Male,Gauteng,Mobile,2024-02-08
L02569,23,18-24,Female,Gauteng,Mobile,2024-01-02
L02570,30,25-34,Male,Gauteng,Mobile,2024-06-30
L02571,42,35-44,Male,Eastern Cape,Desktop,2025-07-21
L02572,35,35-44,Female,Western Cape,Mobile,2025-11-27
L02573,30,25-34,Female,North West,Desktop,2025-01-26
L02574,27,25-34,Male,Western Cape,Mobile,2025-06-11
L02575,18,18-24,Female,Gauteng,Mobile,2024-11-13
L02576,35,35-44,Female,KwaZulu-Natal,Desktop,2025-03-07
L02577,18,18-24,Male,Limpopo,Mobile,2024-01-02
L02578,43,35-44,Male,Northern Cape,Desktop,2024-04-25
L02579,38,35-44,Female,Eastern Cape,Mobile,2025-08-14
L02580,18,18-24,Female,Western Cape,Desktop,2025-07-10
L02581,33,25-34,Male,KwaZulu-Natal,Desktop,2025-08-17
L02582,26,25-34,Female,KwaZulu-Natal,Mobile,2025-12-02
L02583,21,18-24,Female,KwaZulu-Natal,Mobile,2025-03-18
L02584,44,35-44,Female,Gauteng,Mobile,2025-03-31
L02585,20,18-24,Female,Limpopo,Desktop,2025-03-26
L02586,24,18-24,Female,Eastern Cape,Mobile,2025-12-03
L02587,35,35-44,Male,Gauteng,Tablet,2024-09-16
L02588,24,18-24,Male,Western Cape,Desktop,2025-01-11
L02589,38,35-44,Female,Eastern Cape,Desktop,2024-07-18
L02590,36,35-44,Male,KwaZulu-Natal,Mobile,2024-12-10
L02591,22,18-24,Female,Gauteng,Desktop,2025-06-09
L02592,21,18-24,Female,Gauteng,Mobile,2024-11-13
L02593,33,25-34,Female,Mpumalanga,Mobile,2024-08-23
L02594,25,25-34,Female,Gauteng,Mobile,2025-06-25
L02595,18,18-24,Female,Gauteng,Mobile,2025-05-23
L02596,42,35-44,Male,Gauteng,Desktop,2025-03-13
L02597,32,25-34,Female,Mpumalanga,Desktop,2024-02-13
L02598,34,25-34,Female,Gauteng,Mobile,2025-12-02
L02599,28,25-34,Female,North West,Desktop,2025-10-05
L02600,19,18-24,Female,Gauteng,Mobile,2024-02-01
L02601,33,25-34,Female,KwaZulu-Natal,Mobile,2024-04-23
L02602,38,35-44,Non-binary,Gauteng,Mobile,2025-05-15
L02603,33,25-34,Female,Western Cape,Mobile,2025-04-05
L02604,31,25-34,Female,Western Cape,Mobile,2025-02-13
L02605,19,18-24,Female,Gauteng,Desktop,2024-03-09
L02606,24,18-24,Female,Gauteng,Desktop,2025-01-26
L02607,30,25-34,Female,Western Cape,Mobile,2024-06-16
L02608,24,18-24,Male,Gauteng,Mobile,2024-01-18
L02609,26,25-34,Non-binary,Gauteng,Mobile,2025-10-19
L02610,40,35-44,Female,Eastern Cape,Mobile,2024-06-26
L02611,25,25-34,Male,Eastern Cape,Desktop,2024-08-02
L02612,34,25-34,Female,KwaZulu-Natal,Mobile,2025-08-14
L02613,34,25-34,Male,Western Cape,Tablet,2024-04-12
L02614,45,45+,Female,Free State,Mobile,2025-10-31
L02615,37,35-44,Female,Gauteng,Desktop,2024-09-17
L02616,20,18-24,Male,Free State,Desktop,2024-07-04
L02617,24,18-24,Female,Gauteng,Desktop,2024-02-11
L02618,44,35-44,Female,Gauteng,Mobile,2025-01-20
L02619,39,35-44,Female,KwaZulu-Natal,Desktop,2024-03-06
L02620,18,18-24,Male,Gauteng,Mobile,2025-01-19
L02621,22,18-24,Male,Gauteng,Mobile,2024-02-21
L02622,33,25-34,Female,Eastern Cape,Desktop,2024-08-09
L02623,28,25-34,Female,KwaZulu-Natal,Mobile,2025-02-05
L02624,32,25-34,Female,Mpumalanga,Desktop,2025-11-10
L02625,29,25-34,Female,Gauteng,Desktop,2024-02-04
L02626,28,25-34,Male,Gauteng,Desktop,2024-04-30
L02627,24,18-24,Female,Gauteng,Mobile,2024-04-24
L02628,25,25-34,Male,Eastern Cape,Desktop,2024-02-26
L02629,21,18-24,Female,Gauteng,Desktop,2025-02-18
L02630,27,25-34,Female,Eastern Cape,Tablet,2025-07-18
L02631,26,25-34,Male,Free State,Desktop,2024-10-10
L02632,27,25-34,Male,Gauteng,Mobile,2025-06-11
L02633,29,25-34,Female,Western Cape,Desktop,2024-07-24
L02634,18,18-24,Female,Gauteng,Desktop,2024-05-07
L02635,24,18-24,Male,Eastern Cape,Tablet,2025-05-26
L02636,32,25-34,Female,Gauteng,Mobile,2025-12-28
L02637,37,35-44,Female,Gauteng,Desktop,2024-07-25
L02638,22,18-24,Female,Limpopo,Tablet,2025-04-28
L02639,24,18-24,Female,Limpopo,Mobile,2024-08-12
L02640,27,25-34,Female,KwaZulu-Natal,Mobile,2024-08-03
L02641,34,25-34,Male,Western Cape,Mobile,2025-11-26
L02642,18,18-24,Female,Eastern Cape,Desktop,2025-03-12
L02643,29,25-34,Female,Western Cape,Mobile,2024-08-23
L02644,33,25-34,Female,Western Cape,Desktop,2025-04-28
L02645,23,18-24,Female,Eastern Cape,Mobile,2024-07-01
L02646,35,35-44,Female,Gauteng,Desktop,2025-10-24
L02647,23,18-24,Male,Western Cape,Desktop,2024-08-16
L02648,30,25-34,Male,KwaZulu-Natal,Desktop,2025-01-21
L02649,42,35-44,Male,Western Cape,Desktop,2025-03-12
L02650,34,25-34,Male,KwaZulu-Natal,Mobile,2024-03-18
L02651,22,18-24,Male,Western Cape,Mobile,2024-03-10
L02652,49,45+,Male,KwaZulu-Natal,Mobile,2024-01-22
L02653,18,18-24,Non-binary,Gauteng,Desktop,2025-10-29
L02654,33,25-34,Male,Limpopo,Mobile,2024-11-02
L02655,18,18-24,Female,Limpopo,Mobile,2024-03-28
L02656,33,25-34,Male,Western Cape,Mobile,2024-10-17
L02657,31,25-34,Male,Western Cape,Mobile,2024-10-05
L02658,27,25-34,Male,Limpopo,Mobile,2025-05-08
L02659,23,18-24,Male,Gauteng,Desktop,2025-05-14
L02660,18,18-24,Male,Gauteng,Desktop,2024-05-09
L02661,32,25-34,Female,Gauteng,Desktop,2025-12-11
L02662,18,18-24,Male,Limpopo,Mobile,2025-09-24
L02663,35,35-44,Female,Limpopo,Mobile,2025-07-23
L02664,27,25-34,Female,Gauteng,Desktop,2024-03-07
L02665,34,25-34,Male,Gauteng,Desktop,2025-02-02
L02666,23,18-24,Female,Northern Cape,Tablet,2025-01-09
L02667,29,25-34,Female,KwaZulu-Natal,Mobile,2025-09-23
L02668,23,18-24,Male,Western Cape,Desktop,2025-03-25
L02669,26,25-34,Female,Gauteng,Mobile,2024-05-09
L02670,21,18-24,Male,KwaZulu-Natal,Mobile,2025-02-20
L02671,40,35-44,Female,Gauteng,Mobile,2024-12-09
L02672,24,18-24,Male,Western Cape,Mobile,2024-08-20
L02673,31,25-34,Male,North West,Desktop,2024-12-20
L02674,40,35-44,Female,Gauteng,Mobile,2024-03-09
L02675,22,18-24,Female,KwaZulu-Natal,Desktop,2025-06-17
L02676,22,18-24,Non-binary,Eastern Cape,Mobile,2024-07-29
L02677,30,25-34,Female,Free State,Desktop,2025-03-17
L02678,24,18-24,Male,Gauteng,Mobile,2025-05-23
L02679,39,35-44,Male,Gauteng,Mobile,2025-05-29
L02680,18,18-24,Male,Gauteng,Mobile,2025-07-16
L02681,42,35-44,Female,Gauteng,Desktop,2025-06-26
L02682,26,25-34,Female,Gauteng,Mobile,2024-05-10
L02683,26,25-34,Male,KwaZulu-Natal,Mobile,2024-09-30
L02684,27,25-34,Male,Northern Cape,Mobile,2024-07-06
L02685,26,25-34,Female,Gauteng,Mobile,2025-04-05
L02686,39,35-44,Female,Eastern Cape,Mobile,2024-10-01
L02687,20,18-24,Female,KwaZulu-Natal,Desktop,2025-08-31
L02688,25,25-34,Female,Gauteng,Desktop,2024-07-21
L02689,35,35-44,Female,Gauteng,Desktop,2024-03-18
L02690,37,35-44,Male,Limpopo,Tablet,2025-09-14
L02691,35,35-44,Female,KwaZulu-Natal,Desktop,2025-08-17
L02692,26,25-34,Male,KwaZulu-Natal,Desktop,2025-10-15
L02693,29,25-34,Male,Western Cape,Mobile,2024-10-14
L02694,46,45+,Female,Eastern Cape,Desktop,2025-10-28
L02695,36,35-44,Female,KwaZulu-Natal,Mobile,2024-06-13
L02696,35,35-44,Female,Eastern Cape,Mobile,2024-11-25
L02697,21,18-24,Female,Western Cape,Tablet,2025-05-09
L02698,29,25-34,Female,Limpopo,Desktop,2025-12-11
L02699,38,35-44,Male,Limpopo,Mobile,2024-07-17
L02700,23,18-24,Male,Gauteng,Desktop,2024-10-16
L02701,28,25-34,Male,KwaZulu-Natal,Desktop,2025-10-09
L02702,18,18-24,Female,Limpopo,Desktop,2024-08-20
L02703,21,18-24,Male,Free State,Mobile,2024-12-04
L02704,40,35-44,Male,Eastern Cape,Mobile,2024-09-23
L02705,25,25-34,Male,Gauteng,Mobile,2025-12-09
L02706,24,18-24,Non-binary,Eastern Cape,Mobile,2024-05-17
L02707,18,18-24,Male,Gauteng,Desktop,2024-10-05
L02708,34,25-34,Male,Eastern Cape,Mobile,2025-02-02
L02709,18,18-24,Female,Gauteng,Mobile,2025-05-21
L02710,37,35-44,Male,Limpopo,Mobile,2024-07-25
L02711,27,25-34,Male,Western Cape,Desktop,2024-09-21
L02712,23,18-24,Female,Limpopo,Desktop,2025-08-27
L02713,25,25-34,Female,Gauteng,Mobile,2025-10-02
L02714,18,18-24,Male,North West,Mobile,2024-10-30
L02715,35,35-44,Male,KwaZulu-Natal,Desktop,2025-09-19
L02716,18,18-24,Female,Eastern Cape,Tablet,2024-02-16
L02717,18,18-24,Female,Mpumalanga,Desktop,2024-08-28
L02718,37,35-44,Male,Eastern Cape,Mobile,2024-05-30
L02719,24,18-24,Male,Limpopo,Mobile,2025-04-02
L02720,28,25-34,Female,Mpumalanga,Desktop,2024-08-02
L02721,34,25-34,Male,Western Cape,Tablet,2024-02-14
L02722,31,25-34,Female,Eastern Cape,Mobile,2025-03-13
L02723,36,35-44,Female,Gauteng,Mobile,2025-07-23
L02724,36,35-44,Female,Mpumalanga,Tablet,2024-10-21
L02725,32,25-34,Female,Western Cape,Mobile,2024-09-28
L02726,38,35-44,Male,Gauteng,Mobile,2024-09-30
L02727,28,25-34,Female,Gauteng,Desktop,2024-06-12
L02728,25,25-34,Male,Gauteng,Mobile,2025-02-04
L02729,23,18-24,Female,Mpumalanga,Mobile,2024-07-10
L02730,30,25-34,Male,Gauteng,Desktop,2025-12-14
L02731,39,35-44,Female,KwaZulu-Natal,Mobile,2024-08-18
L02732,36,35-44,Female,Western Cape,Mobile,2025-07-29
L02733,36,35-44,Female,Free State,Mobile,2025-11-15
L02734,33,25-34,Female,Gauteng,Mobile,2025-07-05
L02735,30,25-34,Female,Free State,Mobile,2025-01-03
L02736,22,18-24,Male,Gauteng,Mobile,2024-08-17
L02737,28,25-34,Female,Western Cape,Desktop,2025-08-01
L02738,35,35-44,Female,Western Cape,Mobile,2024-07-04
L02739,32,25-34,Female,KwaZulu-Natal,Desktop,2024-04-18
L02740,36,35-44,Female,Western Cape,Mobile,2025-11-16
L02741,18,18-24,Male,KwaZulu-Natal,Mobile,2025-04-29
L02742,24,18-24,Female,Western Cape,Tablet,2024-04-22
L02743,26,25-34,Female,Gauteng,Mobile,2025-07-13
L02744,23,18-24,Female,Western Cape,Mobile,2024-11-02
L02745,30,25-34,Male,Western Cape,Desktop,2025-09-26
L02746,27,25-34,Female,Gauteng,Desktop,2025-03-13
L02747,32,25-34,Male,KwaZulu-Natal,Tablet,2025-04-04
L02748,37,35-44,Male,Gauteng,Desktop,2025-08-27
L02749,32,25-34,Male,Gauteng,Mobile,2024-09-14
L02750,33,25-34,Male,Western Cape,Mobile,2024-09-26
L02751,22,18-24,Male,Western Cape,Mobile,2024-07-22
L02752,27,25-34,Male,Limpopo,Desktop,2024-11-01
L02753,27,25-34,Female,Gauteng,Mobile,2024-12-22
L02754,35,35-44,Female,Limpopo,Mobile,2025-05-22
L02755,35,35-44,Male,Western Cape,Mobile,2025-02-23
L02756,40,35-44,Female,Western Cape,Desktop,2025-12-01
L02757,28,25-34,Male,Gauteng,Desktop,2025-03-06
L02758,42,35-44,Male,Gauteng,Mobile,2024-12-24
L02759,18,18-24,Female,Gauteng,Desktop,2025-01-05
L02760,35,35-44,Male,Limpopo,Mobile,2025-01-19
L02761,29,25-34,Male,Gauteng,Desktop,2024-07-18
L02762,31,25-34,Female,Western Cape,Desktop,2025-06-15
L02763,51,45+,Female,Mpumalanga,Desktop,2024-09-02
L02764,35,35-44,Female,KwaZulu-Natal,Mobile,2025-10-20
L02765,23,18-24,Female,Gauteng,Mobile,2025-02-20
L02766,22,18-24,Female,North West,Mobile,2024-02-22
L02767,19,18-24,Female,Free State,Mobile,2025-06-21
L02768,46,45+,Male,Gauteng,Desktop,2025-08-17
L02769,23,18-24,Male,Free State,Mobile,2024-04-30
L02770,21,18-24,Female,KwaZulu-Natal,Mobile,2025-03-10
L02771,34,25-34,Male,Gauteng,Mobile,2024-08-19
L02772,27,25-34,Male,Gauteng,Mobile,2025-04-16
L02773,28,25-34,Male,Free State,Desktop,2024-03-31
L02774,27,25-34,Male,Gauteng,Desktop,2025-09-13
L02775,33,25-34,Female,Gauteng,Mobile,2025-10-08
L02776,25,25-34,Female,Western Cape,Desktop,2024-04-26
L02777,36,35-44,Male,Gauteng,Desktop,2025-07-27
L02778,31,25-34,Male,Western Cape,Mobile,2024-06-27
L02779,23,18-24,Male,Limpopo,Desktop,2025-01-06
L02780,34,25-34,Female,Eastern Cape,Desktop,2025-02-05
L02781,28,25-34,Male,KwaZulu-Natal,Mobile,2025-07-09
L02782,38,35-44,Male,Limpopo,Mobile,2025-01-01
L02783,26,25-34,Female,Western Cape,Desktop,2024-04-06
L02784,28,25-34,Male,Free State,Desktop,2024-11-03
L02785,33,25-34,Female,Mpumalanga,Mobile,2025-02-16
L02786,25,25-34,Female,KwaZulu-Natal,Mobile,2024-06-28
L02787,36,35-44,Male,Mpumalanga,Desktop,2025-02-23
L02788,28,25-34,Male,Mpumalanga,Mobile,2025-11-01
L02789,24,18-24,Female,Eastern Cape,Tablet,2025-01-01
L02790,25,25-34,Female,Limpopo,Mobile,2024-04-19
L02791,24,18-24,Male,Gauteng,Tablet,2024-04-17
L02792,28,25-34,Female,Western Cape,Mobile,2024-10-05
L02793,23,18-24,Female,Free State,Desktop,2024-10-04
L02794,25,25-34,Male,Western Cape,Desktop,2024-02-20
L02795,28,25-34,Female,North West,Mobile,2025-03-22
L02796,38,35-44,Female,KwaZulu-Natal,Desktop,2025-08-29
L02797,18,18-24,Female,Western Cape,Mobile,2025-07-16
L02798,34,25-34,Male,Western Cape,Desktop,2024-08-09
L02799,35,35-44,Female,KwaZulu-Natal,Mobile,2024-09-04
L02800,26,25-34,Female,KwaZulu-Natal,Tablet,2025-10-17
L02801,35,35-44,Male,Western Cape,Desktop,2025-01-07
L02802,25,25-34,Non-binary,Limpopo,Desktop,2025-02-25
L02803,18,18-24,Female,Mpumalanga,Mobile,2025-09-27
L02804,31,25-34,Female,KwaZulu-Natal,Mobile,2025-07-24
L02805,34,25-34,Female,Gauteng,Mobile,2024-02-12
L02806,18,18-24,Female,Western Cape,Mobile,2024-01-08
L02807,18,18-24,Female,KwaZulu-Natal,Mobile,2024-11-17
L02808,28,25-34,Female,Gauteng,Mobile,2025-05-10
L02809,18,18-24,Female,Gauteng,Mobile,2025-05-26
L02810,31,25-34,Male,Gauteng,Desktop,2025-04-17
L02811,31,25-34,Female,Gauteng,Desktop,2025-11-01
L02812,31,25-34,Male,Gauteng,Tablet,2025-07-21
L02813,26,25-34,Male,KwaZulu-Natal,Mobile,2025-01-07
L02814,19,18-24,Female,Gauteng,Mobile,2024-02-03
L02815,18,18-24,Female,Gauteng,Mobile,2025-07-17
L02816,40,35-44,Male,Gauteng,Mobile,2024-06-21
L02817,37,35-44,Female,Gauteng,Desktop,2025-11-11
L02818,33,25-34,Male,Western Cape,Mobile,2025-08-04
L02819,33,25-34,Male,Eastern Cape,Mobile,2024-09-06
L02820,29,25-34,Female,Gauteng,Mobile,2024-02-28
L02821,25,25-34,Female,Gauteng,Mobile,2024-09-17
L02822,22,18-24,Female,Gauteng,Tablet,2024-12-29
L02823,18,18-24,Female,Gauteng,Desktop,2024-01-20
L02824,26,25-34,Male,Western Cape,Desktop,2024-02-11
L02825,41,35-44,Male,Gauteng,Desktop,2025-03-29
L02826,36,35-44,Female,Mpumalanga,Desktop,2025-11-09
L02827,33,25-34,Male,Gauteng,Desktop,2024-03-02
L02828,52,45+,Female,Limpopo,Desktop,2025-05-06
L02829,35,35-44,Male,Mpumalanga,Mobile,2025-06-08
L02830,24,18-24,Male,Mpumalanga,Mobile,2024-12-09
L02831,18,18-24,Male,Gauteng,Desktop,2025-05-17
L02832,24,18-24,Male,Gauteng,Desktop,2025-12-30
L02833,27,25-34,Female,Western Cape,Mobile,2025-05-14
L02834,19,18-24,Female,Gauteng,Desktop,2025-08-17
L02835,20,18-24,Female,Western Cape,Mobile,2024-09-30
L02836,24,18-24,Male,Limpopo,Mobile,2025-09-06
L02837,25,25-34,Female,Eastern Cape,Mobile,2024-04-16
L02838,37,35-44,Female,Gauteng,Desktop,2025-12-06
L02839,26,25-34,Female,Gauteng,Desktop,2025-10-07
L02840,26,25-34,Male,Free State,Desktop,2024-07-07
L02841,26,25-34,Female,Western Cape,Mobile,2025-10-23
L02842,37,35-44,Male,Limpopo,Desktop,2024-07-16
L02843,27,25-34,Female,Limpopo,Mobile,2024-08-05
L02844,23,18-24,Female,Gauteng,Mobile,2025-05-25
L02845,38,35-44,Female,Western Cape,Mobile,2024-07-25
L02846,23,18-24,Female,Limpopo,Desktop,2024-07-24
L02847,29,25-34,Female,Free State,Mobile,2024-04-22
L02848,26,25-34,Male,KwaZulu-Natal,Mobile,2025-05-18
L02849,33,25-34,Female,Gauteng,Mobile,2025-04-23
L02850,27,25-34,Female,KwaZulu-Natal,Desktop,2024-01-01
L02851,40,35-44,Male,Gauteng,Mobile,2025-10-22
L02852,26,25-34,Female,Gauteng,Mobile,2024-10-09
L02853,32,25-34,Female,Gauteng,Desktop,2024-08-12
L02854,29,25-34,Non-binary,KwaZulu-Natal,Mobile,2025-07-10
L02855,35,35-44,Female,Western Cape,Mobile,2025-09-07
L02856,33,25-34,Female,Gauteng,Desktop,2024-04-25
L02857,30,25-34,Male,Gauteng,Mobile,2025-08-31
L02858,23,18-24,Female,Gauteng,Mobile,2025-03-16
L02859,34,25-34,Male,Gauteng,Mobile,2024-01-21
L02860,33,25-34,Male,KwaZulu-Natal,Mobile,2025-12-08
L02861,43,35-44,Female,Eastern Cape,Desktop,2024-12-29
L02862,42,35-44,Male,Gauteng,Tablet,2025-10-02
L02863,41,35-44,Female,Western Cape,Tablet,2025-05-01
L02864,24,18-24,Male,Mpumalanga,Mobile,2025-04-02
L02865,35,35-44,Male,KwaZulu-Natal,Mobile,2025-01-04
L02866,35,35-44,Non-binary,Limpopo,Desktop,2025-07-13
L02867,48,45+,Female,Gauteng,Desktop,2025-06-07
L02868,25,25-34,Male,Gauteng,Desktop,2024-07-16
L02869,25,25-34,Female,Gauteng,Desktop,2025-10-17
L02870,24,18-24,Male,Western Cape,Mobile,2024-02-24
L02871,18,18-24,Female,KwaZulu-Natal,Mobile,2025-12-17
L02872,26,25-34,Female,KwaZulu-Natal,Desktop,2025-03-01
L02873,30,25-34,Male,KwaZulu-Natal,Mobile,2025-02-13
L02874,40,35-44,Female,Limpopo,Mobile,2024-03-18
L02875,23,18-24,Female,Free State,Mobile,2024-05-26
L02876,19,18-24,Male,Western Cape,Desktop,2025-11-09
L02877,30,25-34,Female,Limpopo,Tablet,2025-11-12
L02878,32,25-34,Male,Western Cape,Mobile,2025-09-20
L02879,24,18-24,Female,KwaZulu-Natal,Mobile,2025-02-27
L02880,30,25-34,Female,Limpopo,Mobile,2025-05-18
L02881,26,25-34,Male,Western Cape,Mobile,2024-03-08
L02882,29,25-34,Female,Gauteng,Desktop,2024-03-27
L02883,27,25-34,Female,Gauteng,Tablet,2025-12-28
L02884,40,35-44,Male,North West,Mobile,2025-09-15
L02885,18,18-24,Female,Mpumalanga,Tablet,2025-01-17
L02886,34,25-34,Female,KwaZulu-Natal,Mobile,2024-02-01
L02887,23,18-24,Male,KwaZulu-Natal,Desktop,2025-11-03
L02888,18,18-24,Female,Gauteng,Mobile,2025-10-17
L02889,18,18-24,Female,Gauteng,Desktop,2024-10-20
L02890,41,35-44,Male,North West,Desktop,2025-06-24
L02891,29,25-34,Female,Gauteng,Mobile,2025-01-13
L02892,29,25-34,Female,Gauteng,Desktop,2025-08-14
L02893,19,18-24,Male,Western Cape,Mobile,2024-09-20
L02894,45,45+,Female,KwaZulu-Natal,Mobile,2025-09-26
L02895,26,25-34,Male,Gauteng,Mobile,2024-01-24
L02896,30,25-34,Male,Gauteng,Desktop,2025-01-23
L02897,25,25-34,Female,Mpumalanga,Desktop,2024-06-17
L02898,41,35-44,Male,KwaZulu-Natal,Desktop,2024-01-25
L02899,27,25-34,Male,KwaZulu-Natal,Mobile,2025-05-07
L02900,38,35-44,Female,North West,Mobile,2025-12-20
L02901,43,35-44,Female,Gauteng,Desktop,2025-07-22
L02902,21,18-24,Male,Limpopo,Mobile,2024-04-08
L02903,18,18-24,Female,Limpopo,Mobile,2024-06-05
L02904,39,35-44,Male,Gauteng,Mobile,2025-10-12
